Crop_Year,Area,Production
1999,24563,53033.2
2000,23330,29299.7
2001,22359,42734
2002,22328,38470
2003,25017,50737
2004,23029,60261
2005,22864,59487
2007,16734,46067
2014,16100,6603
1997,6334,95
1999,6247,10218.2
2000,6418,8476.2
2001,5609,10692
2002,6100,11647
2003,8493,14603
2004,5719,10231
2005,6759,12587
2007,15684,24853
2014,5035,4059
2007,1261,1187
2014,1173,546
2007,1721,2027
2014,4454,2851
2007,11236,20800
2014,9123,15145
2007,556,1533
1997,12458,262
1999,11854,27037.2
2000,12022,30701.3
2001,12022,26550
2002,10346,24421
2003,12022,32797
2004,11736,31402
2005,11736,35813
2007,2100,5607
2014,3977,11779
1997,9799,110
1999,9765,10198.2
2000,9801,14683.2
2001,9880,11272
2002,5856,6187
2003,9540,10338
2004,10307,12100
2005,13319,15120
2007,8649,10180
2014,6604,6737
2002,31891.35,22642.85
2003,31904.26,29990.01
2004,16103.97,10897.03
2005,16243.8,5403.77
2006,547.09,470.67
2006,305.95,226
2007,1363.19,1060.67
2007,35616.41,43832
2002,27827.15,34283.05
2003,25537.4,27359.67
2004,22058.68,7867.59
2005,14629.77,4954.61
2006,2738.22,2354.67
2006,18560.23,22185.33
2007,2210.49,2041.33
2007,19476.96,21801.33
2002,1955.12,1772.64
2002,65362.28,79750.5
2003,4794.94,4593.55
2003,51821.8,51234.49
2004,2523.42,1963.22
2004,45340.94,58610.72
2005,1361.46,234.17
2005,42757.54,8209.45
2006,1621.25,1553.33
2006,46232.26,86238.67
2007,1754.25,2284
2007,46093.35,85272.67
2002,21245,22024.03
2003,29170.02,44066.18
2004,29158.22,32287.87
2005,16996.32,12667.93
2006,2.78,2.67
2006,19596.01,34632.67
2007,23172.81,38698.67
2002,4763.68,6347.45
2002,75492.94,108055.6
2003,8310.89,7175.07
2003,74874.82,89051.12
2004,3159.57,3096.38
2004,64976.73,98201.5
2005,2965.4,3843.16
2005,69111.7,68282.36
2006,3012.14,3154.67
2006,56210.7,71950
2007,3428.1,3455.33
2007,55701.19,75344.67
2002,2525.35,1870.44
2002,86624.52,83506.03
2003,207599.95,158468
2003,84048.56,92957.71
2004,2370.03,2528.32
2004,116810.64,89554.82
2005,2278.47,1127.08
2005,86438.35,45236.07
2006,2449.49,1986
2006,86471.07,91140.67
2007,2458.62,1866.67
2007,92333.02,96457.33
2002,16368.26,15757.17
2003,12032.5,9642.05
2003,19919.18,20144.93
2004,6381.61,3075.94
2004,13462.19,5223.33
2005,4781.84,1801.16
2005,11249.58,2752.4
2006,4851.82,3716.67
2006,12053.24,10679.33
2007,4713.97,2068
2007,12270.47,8000.67
2002,48.51,17.27
2002,48794.45,44858.36
2003,7523.5,6169.27
2003,62305.55,73229.79
2004,2518.43,1418.72
2004,49216.94,45509.27
2005,2518.43,1553.03
2005,49570.32,16192.97
2006,2199.37,2192
2006,55245.22,75870
2007,4936.47,4650
2007,56946.21,82078.67
2002,2814.79,2233.07
2002,49969.92,65094.15
2003,7008.33,5503.87
2003,45939.53,52248.56
2004,3286.21,2313.49
2004,42128.09,57406.55
2005,6625.01,4933.43
2005,36095.38,43362.58
2006,6440.25,8702.67
2006,12932.51,20071.33
2007,6437.16,5673.33
2007,34923.67,54900
2002,37524.16,17035.97
2002,73275.89,48948.29
2003,92407.26,46819.68
2003,72630.25,59605.23
2004,29541.33,18985.23
2004,71928.46,37786.42
2005,36389.19,18873.86
2005,71097.9,60670.21
2006,35587.72,24270.67
2006,71166.84,49010
2007,36101.68,32684
2007,70687.33,66540
2002,4858.61,4152.49
2002,51597.51,53145.43
2003,10559.2,10735.19
2003,45358.91,52465.14
2004,4151.53,3240.96
2004,39617.24,24826.81
2005,3998.91,2231.39
2005,36356.25,24988.86
2006,3462.76,2677.33
2006,44170.57,56155.33
2007,3074.29,2996.67
2007,40671.59,61875.33
2003,33296.39,38934.58
2004,29090.55,38128.01
2005,33697.09,7480.75
2006,806.4,896
2006,32531.72,64781.33
2007,900,1480
2007,31107.51,38179.33
2002,14685.71,18552.95
2003,12515.08,11697.43
2004,11912.93,6912.17
2005,9461.03,4919.33
2006,620.35,533.33
2006,11718.31,13038.67
2007,905.72,903.33
2007,13451.27,20661.33
2003,12998.57,3812.91
2003,17100.47,1149.51
2004,5553.28,3580.01
2004,7107.02,2989.69
2005,4129.58,1957.42
2005,7222.98,2258.39
2006,5309.27,3479.33
2006,11796.12,10852.67
2007,5282.08,3328
2007,11812.53,11773.33
2002,12453.17,8650.8
2002,6723.39,7081.97
2003,21204.71,13175.19
2003,9788.79,10689.36
2004,10711.35,9504.54
2004,23219,18234.65
2005,10711.35,5648.45
2005,23219,9426.91
2006,12417.07,130064.67
2006,40752.3,56075.33
2007,11252.53,13600.67
2007,23871.29,45737.33
2002,61.81,649.45
2002,44941.72,64686.11
2003,5996.42,8203.1
2003,413835.1,509568.95
2004,1636.85,1276.74
2004,38937.38,40209.57
2005,1965.47,1256.59
2005,44117.15,39999.55
2006,2571.13,1762
2006,44167.13,43843.33
2007,2946.66,2488.67
2007,45321.89,55141.33
2002,8044.42,2016.47
2002,35364.38,25166.69
2003,21390.53,13091.01
2003,34496.44,25228.39
2004,18762.54,8105.42
2005,26965.14,2152.63
2006,5605.83,3968.67
2006,27595.77,35892.67
2007,6123.91,4348
2007,27530.63,28154.67
2002,51998.42,38998.81
2002,124414.03,153692.9
2003,123810.18,94673.52
2003,126638.97,150109.39
2004,46197.84,31445.33
2004,122249.96,115729.96
2005,36854.37,19925.93
2005,107993.93,50613.15
2006,57794.98,42806.67
2006,102622.65,130878
2007,48459.12,40932
2007,110647.03,144652.7
2002,30960.84,36657.63
2003,30849.59,36978.37
2004,31613.57,30686.23
2005,29486.43,25279.7
2006,1081.56,1202
2006,69714.23,48288.67
2007,1384.96,921.33
2007,30002.55,27022
2003,61385.1,59257.08
2004,745.9,335.16
2004,61257.74,62891.28
2005,64673.18,28930.47
2006,1091.45,632
2006,66319.44,101910.7
2007,850.94,602.67
2007,66416.01,98605.33
2003,58340.01,26408.58
2003,37613.44,27683.49
2004,25055.93,16536.91
2004,39815.68,27977.15
2005,24680.41,10003.79
2005,39815.68,24898.07
2006,26728.64,14611.33
2006,38105.35,27359.33
2007,27395.2,28728.67
2007,39000.26,65078.67
2002,9311.57,5338.63
2002,117119.34,90103.81
2003,20183.11,9782.08
2003,116530.94,61450.65
2004,9775.62,6028.3
2004,85873.94,81007.75
2005,10102.97,4472.25
2005,117536.73,47484.84
2006,6695.48,3312
2006,127315.75,124514.7
2007,11343.83,7578
2007,127677.16,137125.3
1998,197,316
1999,128,202
2000,171,311
2001,171,411
2001,13,19
2002,112,230
2002,15,16
2003,93,210
2003,2,7
2004,64,178.75
2005,126,355
2005,63,196
2006,117,339
2007,68,206
2008,87,266.13
2009,133,381.58
2010,121,388
2010,23,74
2011,79,254
2011,6,20
2012,49,125
2013,54,160
2014,25,76
1997,11240,26256
1997,195,422
1997,4350,12398
1998,14305,39567
1998,6662,21506
1999,11541,32410
1999,812,1729
1999,7949,21764
2000,14828,37089
2000,715,1532
2000,6887,18490
2001,11067,28322
2001,169,324
2001,3073,7891
2002,5722,12953
2002,32,67
2002,431,1192
2003,5850,13878
2003,240,711
2003,481,1920
2004,8568,23767.63
2004,5,17
2004,800,3579
2005,9729,22181
2005,18,40
2005,2094,6511
2006,7340,14919
2006,13,30
2006,706,545
2007,1990,5928
2007,16,35
2007,100,305
2008,1782,7753.48
2008,12,26
2008,439,1326
2009,1525,6751.18
2009,3,7
2009,139,425
2010,1531,4486
2010,155,501
2011,1460,4836
2011,153,521
2012,963,2796
2012,1,2
2012,13,41
2013,685,2197
2013,137,463
2014,598,2093
2014,49,150
1997,63734,91677
1997,40,114
1998,62701,114050
1998,30,97
1999,63427,119657
1999,23,32
2000,63810,105237
2001,63662,56350
2001,77,197
2002,65854,37874
2002,151,405
2003,68016,48851
2003,111,430
2004,71198,114984.77
2004,143,635
2005,66671,145500
2005,157,484
2006,66922,98851
2006,140,403
2007,69259,100026
2007,165,495
2008,71079,93184.57
2008,160,483
2009,71730,83816.51
2009,158,483
2010,68354,139200
2010,115,372
2011,68215,158758
2011,92,313
2012,63613,94818
2012,82,260
2013,58597,123581
2013,77,260
2014,59938,176688
1997,34112,96733
1997,23573,65571
1998,39395,124945
1998,29459,99742
1999,47915,162081
1999,31432,94717
2000,52654,172729
2000,31393,100892
2001,54582,175813
2001,29231,78310
2002,64289,215581
2002,7011,17597
2003,49995,190076
2003,5971,27818
2004,51935,178111.08
2004,280,944
2004,14592,68619
2005,61783,188994
2005,490,1871
2005,40538,138524
2006,66354,204553
2006,2993,14299
2006,36575,129221
2007,76597,283719
2007,367,1414
2007,40890,131492
2008,77958,283650.18
2008,150,700
2008,44613,157154
2009,80447,248380.11
2009,46,185
2009,39921,132661
2010,88799,339376
2010,135,602
2010,41745,145941
2011,77226,288837
2011,38943,139548
2012,78029,289394
2012,31119,98386
2013,76010,290788
2013,34538,127832
2014,77598,286690
2014,40,99
2014,41005,121344
1997,3507,11033
1997,1252,3490
1998,5124,14255
1998,2121,6847
1999,4551,10649
1999,12,26
1999,2350,7289
2000,4483,12073
2000,2491,6688
2001,3753,7313
2001,1592,3271
2002,2393,4836
2002,462,1278
2003,2213,4667
2003,5,15
2003,427,2125
2004,2778,8577.08
2004,725,3243
2005,2496,6528
2005,1026,3190
2006,1315,3537
2006,557,1744
2007,1523,4752
2007,517,1642
2008,1652,5022.08
2008,467,1813
2009,1594,4361.18
2009,447,1662
2010,1495,4258
2010,400,1293
2011,1410,4853
2011,360,1400
2012,974,3006
2012,42,101
2012,178,639
2013,1113,3941
2013,4,10
2013,59,218
2014,950,3374
2014,21,87
1997,9385,6109
1997,2,3
1998,9587,5825
1999,10023,8373
1999,5,7
2000,11483,10428
2000,34,49
2001,11224,9048
2001,30,45
2002,10083,5672
2002,25,40
2003,8768,3536
2004,7999,3495.56
2005,7436,4059
2005,112,180
2006,7077,4449
2006,64,110
2007,6812,4223
2007,26,45
2008,5503,4077.72
2009,5039,3877.51
2010,4927,4816
2011,6489,5830
2012,4939,4880
2013,3572,5541
2014,2063,1989
1997,450,635
1998,394,541
1999,365,506
2000,341,529
2001,4,6
2002,15,16
2003,28,31
2004,29,47.11
2004,1,2
2005,77,137
2005,14,23
2006,34,73
2006,10,17
2007,20,45
2008,12,37.05
2009,27,76.95
2010,71,228
2011,88,283
2012,97,247
2013,52,154
2014,50,153
1998,16108,52488
1998,70,153
1998,2287,6709
1999,13892,41532
1999,12,26
1999,1435,4451
2000,16213,42295
2000,85,182
2000,2485,6296
2001,16603,49259
2001,600,1150
2001,1788,5191
2002,10474,34458
2002,900,1879
2002,669,1135
2003,9729,26018
2003,826,2448
2003,910,3302
2004,14425,48511.28
2004,400,1349
2004,1205,5391
2005,15969,44252
2005,503,1202
2005,1759,4679
2006,15124,43419
2006,140,355
2006,1016,2305
2007,16478,43550
2007,130,330
2007,3093,7475
2008,15768,44789
2008,126,398
2008,3400,10372
2009,16480,43523.68
2009,132,392
2009,502,1754
2010,16244,46851
2010,73,206
2010,2126,6635
2011,14443,43509
2011,489,1693
2011,509,1565
2012,6871,23401
2012,5933,20646
2012,260,1220
2013,15001,55778
2013,26,65
2013,350,1226
2014,13739,44455
2014,17,57
2014,60,209
2007,3974,10646
2007,110,239
2007,1796,5443
2008,5061,15014
2008,3061,9590
2009,2649,6742
2009,93,209
2009,617,1552
2010,6599,21666
2010,1155,2748
2010,1912,5108
2011,5152,15249
2011,470,1594
2012,3082,8623
2012,133,422
2013,2095,5983
2013,9,26
2014,799,1900
2014,15,27
1997,48109,112905
1997,3431,12040
1998,46109,108109
1998,3732,10704
1999,48320,114524
1999,4880,14836
2000,46223,114036
2000,3014,7102
2001,44486,102979
2001,3067,8904
2002,42970,84557
2002,1014,2871
2003,40634,76842
2003,855,3103
2004,41900,105085.2
2004,3759,16816
2005,40973,97398
2005,3860,10458
2006,42119,102630
2006,3562,9610
2007,38745,102482
2007,3262,8510
2008,40566,100583.4
2008,3223,7704
2009,40065,100102.4
2009,3577,8166
2010,40562,111308
2010,3494,7751
2011,41880,113629
2011,3496,8971
2012,35282,80175
2012,2708,7298
2013,38396,105672
2013,2652,6430
2014,37327,97056
2014,3010,8244
1997,39725,136465
1997,355,756
1997,32958,110865
1998,3235,9914
1998,730,1518
1998,5457,16109
1999,6229,14509
1999,747,1539
1999,6275,16774
2000,7356,19961
2000,1198,2566
2000,6642,16598
2001,6680,14053
2001,1354,2575
2001,4425,9838
2002,4922,10097
2002,1314,2867
2002,1522,3515
2003,3489,6921
2003,796,2665
2003,911,2626
2004,3565,6942.84
2004,633,2613
2004,497,1599
2005,3537,9616
2005,1513,4689
2005,5754,17011
2006,4334,10215
2006,1111,1735
2006,2387,6145
2007,2728,6857
2007,436,944
2007,3510,8760
2008,5265,11253.94
2008,552,947
2008,2850,5981
2009,5648,11106.79
2009,1438,2510
2009,3989,8542
2010,7941,18659
2010,953,2099
2010,5054,11610
2011,4723,10517
2011,510,1174
2011,763,1524
2012,2864,6470
2012,273,668
2012,410,849
2013,1196,2692
2013,361,994
2013,612,1307
2014,1048,2376
2014,402,927
2014,575,1110
1997,92885,180119
1997,40539,78462
1997,5312,10650
1998,39173,79829
1998,24984,52455
1998,3597,8927
1999,38291,77076
1999,24957,53109
1999,2955,5972
2000,35619,73329
2000,24510,48853
2000,2850,6011
2001,34278,74077
2001,24922,54460
2001,2688,6157
2002,33223,74851
2002,23970,47225
2002,2358,4843
2003,33416,80414
2003,23424,71573
2003,2262,8211
2004,33647,76395.51
2004,23073,76108
2004,2118,6833
2005,31968,77109
2005,22659,48985
2005,2002,3907
2006,33090,85160
2006,21927,46930
2006,1741,3970
2007,33029,77189
2007,21355,46714
2007,1561,3556
2008,32845,83311.34
2008,20919,47026
2008,1608,3608
2009,32583,73979.7
2009,20948,47154
2009,1368,2944
2010,32408,80253
2010,20982,47350
2010,1243,2855
2011,32423,87200
2011,21231,47207
2011,1512,3766
2012,31498,83815
2012,21201,54985
2012,1505,3900
2013,31646,87004
2013,21705,57921
2013,1980,5402
2014,29749,78228
2014,21240,51979
2014,1360,2817
1998,66853,217686
1998,99,216
1998,51226,172906
1999,67236,221562
1999,229,488
1999,52272,176784
2000,70115,247086
2000,46630,170151
2001,67016,227128
2001,39818,123997
2002,65565,193519
2002,11376,29904
2003,53106,166588
2003,5618,27956
2004,59121,183097.74
2004,47428,222174
2005,71306,225040
2005,59114,227497
2006,70785,237700
2006,54551,192576
2007,22074,67328
2007,56058,203861
2008,70956,235254.62
2008,59252,211873
2009,75176,255673.58
2009,62273,213861
2010,76270,271152
2010,66254,259570
2011,78404,276223
2011,66915,269152
2012,75562,248085
2012,41318,139306
2013,74223,248272
2013,53400,203072
2014,75259,262676
2014,61421,237076
1997,89655,103406
1997,19,30
1997,2464,6181
1998,36998,33695
1998,2,3
1998,633,2032
1999,39458,37985
1999,839,2594
2000,38619,53225
2000,884,2701
2001,38948,8323
2001,376,1008
2002,38239,7557
2002,263,656
2003,29090,6476
2003,226,878
2004,23623,15484.88
2004,202,899
2005,22611,39091
2005,292,905
2006,24429,32376
2006,139,397
2007,25693,44801
2007,259,791
2008,32699,27647
2008,135,408
2009,26681,30669.81
2009,277,846
2010,27881,33658
2010,273,883
2011,25634,25790
2011,195,663
2012,27411,24009
2012,96,305
2013,22354,25080
2013,89,301
2014,20554,32589
2014,123,376
1998,815,1884
1998,2,3
1998,227,678
1999,816,1882
1999,328,961
2000,888,2118
2000,264,668
2001,705,1411
2001,3,4
2001,324,779
2002,1233,2732
2002,180,333
2003,1244,2867
2003,299,1079
2004,679,1399.76
2004,664,2683
2005,1847,8212
2005,1087,4402
2006,1495,4122
2006,883,1359
2007,1473,3705
2007,517,1223
2008,1100,1755.6
2008,805,906
2009,928,819.89
2009,1084,2899
2010,865,1914
2010,1480,4682
2011,1063,2933
2011,644,1474
2012,895,2125
2012,682,1651
2013,1362,3906
2013,1565,4166
2014,1044,2594
2014,999,3405
1997,6591,12179
1997,1846,3963
1997,636,1792
1998,13228,17439
1998,4595,9858
1998,4379,14038
1999,10705,16115
1999,1847,3867
1999,7462,23145
2000,16485,25012
2000,3976,8518
2000,11749,27759
2001,18722,32644
2001,7271,4620
2001,15635,28281
2002,25098,48090
2002,4913,12198
2002,17599,41226
2003,32457,75482
2003,4701,9863
2003,28529,104074
2004,39664,92317.96
2004,3599,11522
2004,34143,148297
2005,49114,129091
2005,5485,10745
2005,35536,109650
2006,47975,107324
2006,4237,5543
2006,35031,75944
2007,52131,141389
2007,3448,5477
2007,35232,76379
2008,47292,122202.53
2008,5122,7980
2008,40326,86388
2009,39593,91024.31
2009,2164,4529
2009,37715,84951
2010,3033,4822
2010,608,1850
2010,901,2913
2011,3282,5331
2011,575,718
2011,106,182
2012,2799,4834
2012,1623,2277
2012,140,210
2013,4281,11335
2013,875,1949
2013,122,249
2014,1556,2887
2014,356,452
2014,3744,4542
1997,53948,147084
1997,4744,12700
1997,8904,27796
1998,55878,129213
1998,2937,7771
1998,7869,19264
1999,54588,153597
1999,3189,6383
1999,9635,23954
2000,54598,131867
2000,2006,4581
2000,11638,33622
2001,52286,132604
2001,1952,4840
2001,2928,6693
2002,45807,76209
2002,1830,3115
2002,1147,2880
2003,37991,63113
2003,793,1318
2003,749,3258
2004,51406,128437.89
2004,695,2857
2004,1083,4042
2005,46309,105878
2005,651,1123
2005,5572,12455
2006,48517,117396
2006,373,944
2006,2850,8160
2007,46186,113954
2007,220,446
2007,6019,14249
2008,47315,115969.07
2008,300,604
2008,5531,14739
2009,41520,112020.96
2009,1110,2255
2009,5029,13755
2010,35785,105364
2010,10790,29009
2010,5170,13364
2011,46451,119911
2011,523,1388
2011,1895,4710
2012,48265,105184
2012,26,67
2012,1003,2529
2013,50260,153841
2013,453,1007
2013,1086,3746
2014,45653,140563
2014,1752,3911
2014,667,1814
1998,52395,78129
1998,1980,5204
1999,53741,89761
1999,1931,4822
2000,54985,112869
2000,1758,4506
2001,56369,27476
2001,1765,3493
2002,55222,23928
2002,53,111
2002,2098,3576
2003,35641,24198
2003,1467,5385
2004,34035,43973.22
2004,3278,14664
2005,26796,55400
2005,4621,14667
2006,36385,68978
2006,3172,10719
2007,37740,92017
2007,4127,12395
2008,46954,56650
2008,4715,15131
2009,43936,47582.69
2009,6059,12652
2010,44996,89319
2010,5931,17833
2011,44761,102249
2011,4917,16340
2012,46099,37313
2012,4592,9301
2013,41051,101006
2013,7312,21110
2014,39894,99031
2014,6285,19345
1997,39414,87476
1997,83,180
1997,835,2380
1998,40092,83315
1998,24,52
1998,550,1775
1999,36166,83189
1999,25,53
1999,250,750
2000,36441,83597
2000,5,11
2000,509,1449
2001,35742,89223
2001,11,21
2001,511,1288
2002,35248,69729
2002,9,19
2002,90,226
2003,35917,71460
2003,12,36
2003,177,679
2004,36049,84246.51
2004,25,84
2004,1154,4989
2005,34276,78998
2005,65,144
2005,965,2074
2006,34298,84576
2006,15,34
2006,307,707
2007,36752,94257
2007,25,54
2007,421,1165
2008,34881,83505.11
2008,20,44
2008,461,1162
2009,34632,84554.03
2009,10,22
2009,202,536
2010,35291,89155
2010,5,12
2010,140,399
2011,34065,88570
2011,3,7
2011,147,450
2012,31281,77621
2012,85,156
2013,31917,91843
2013,110,366
2014,30899,86741
2014,5,12
2014,56,147
1997,12130,26791
1997,330,714
1997,7914,22059
1998,13466,34437
1998,260,568
1998,15541,44823
1999,7917,16842
1999,2079,4191
2000,11995,29032
2000,10760,31034
2001,6189,14118
2001,18419,37848
2002,5630,11215
2002,220,347
2003,8368,18998
2003,691,1814
2004,6972,16558.5
2004,351,1570
2005,6487,14584
2005,25,55
2005,10231,45108
2006,9734,18143
2006,521,1409
2007,4759,7223
2007,801,2409
2008,3939,6211.8
2008,218,466
2009,3832,6370.7
2009,3264,6465
2010,7539,16286
2010,2040,3397
2011,5138,10063
2011,65,221
2012,3909,8552
2012,66,155
2013,1917,3278
2013,60,203
2014,344,873
1998,35128,119948
1998,33719,113461
1999,36461,131751
1999,37115,128590
2000,37081,124532
2000,36327,129035
2001,37599,135034
2001,37126,117413
2002,38244,154793
2002,8,13
2002,4185,13687
2003,37303,153179
2003,5930,26966
2004,40357,125369.02
2004,22100,114229
2005,41650,134083
2005,37213,135541
2006,39882,141720
2006,36314,98424
2007,38476,145069
2007,36714,136130
2008,40332,149430.06
2008,34891,114654
2009,37107,114920.38
2009,36848,130501
2010,41275,170981
2010,36859,152810
2011,42421,161960
2011,33652,115410
2012,41047,131451
2012,35833,133102
2013,39740,134099
2013,36137,128944
2014,39439,145559
2014,35716,95208
1997,57997,150905
1997,1619,3502
1997,25359,84560
1998,60785,178974
1998,19107,66689
1999,59144,186017
1999,289,616
1999,19487,59722
2000,60834,175903
