Crop_Year,Area,Production
2003,11949,34891
2004,136374,387848
2004,26222,86244
2005,159480,410342
2005,40611,120615
2006,155691,383000
2006,22510,65121
2007,146000,450000
2007,30000,98000
2008,158279,477686
2008,36520,117923
2009,48475,109408
2009,54625,197087
2010,167037,522924
2010,51215,181147
2011,150051,366113
2011,15263,45575
2013,148142,432575
2013,43642,142709
2014,110439,328435
2014,35269,127744
1997,53200,100700
1997,39800,78200
1998,72100,141200
1998,74700,150500
1999,92732,154677
1999,40342,71083
2000,116763,290973
2000,49701,140455
2001,76057,184210
2001,61122,143576
2002,76711,155340
2002,33636,67339
2003,66350,161231
2003,33146,69375
2004,58491,132716
2004,25314,57083
2005,73651,181402
2005,54500,139139
2006,74466,181697
2006,35176,86287
2007,102000,297000
2007,46000,128000
2008,96411,285569
2008,48322,135640
2009,95390,216726
2009,68468,184384
2010,130411,360230
2010,66287,185537
2011,120826,266609
2011,51242,129950
2013,103744,301561
2013,64886,177139
2014,111302,282357
2014,49468,135740
1997,47700,83500
1997,25700,51600
1998,70700,172100
1998,52100,131400
1999,78489,159097
1999,34338,63285
2000,85328,214003
2000,37841,122226
2001,76008,190704
2001,32440,85642
2002,59589,125852
2002,17738,31183
2003,63923,164218
2003,22380,51787
2004,49327,95546
2004,13134,28934
2005,59452,171519
2005,25821,75810
2006,63532,166136
2006,38446,109110
2007,58000,164000
2007,35000,118000
2008,78658,206477
2008,45254,150967
2009,49470,133272
2009,33645,99421
2010,81914,285893
2010,62644,229026
2011,90400,285575
2011,46632,121383
2013,108639,393985
2013,62331,230500
2014,73983,234342
2014,36910,128742
1997,149100,369500
1997,62600,150300
1998,164300,491600
1998,153700,431500
1999,175702,420279
1999,63295,155769
2000,176488,560173
2000,85813,236243
2001,142660,395739
2001,76927,199010
2002,94008,210954
2002,37660,86656
2003,62982,188631
2003,60026,169513
2004,117401,330836
2004,75291,224292
2005,160332,456145
2005,150365,482521
2006,160003,414568
2006,124273,391336
2007,163000,516000
2007,148000,474000
2008,193718,602657
2008,168094,547650
2009,98690,319262
2009,174740,599708
2010,206149,642566
2010,199166,681148
2011,216547,634050
2011,111214,329750
2013,192185,546190
2013,201558,659095
2014,177458,549765
2014,145917,491594
1997,81600,135100
1997,20600,49100
1998,108400,308000
1998,50100,127800
1999,115922,295946
1999,54336,136332
2000,130502,333694
2000,50212,164344
2001,122016,303088
2001,36156,97296
2002,89863,140096
2002,17668,40566
2003,73668,229181
2003,17702,53177
2004,60268,135422
2004,13127,33815
2005,98831,344130
2005,50708,161860
2006,114358,361714
2006,53292,177143
2007,71000,254000
2007,57000,199000
2008,111687,407769
2008,78339,271836
2009,75732,245978
2009,45538,143080
2010,116729,427496
2010,104894,416744
2011,149497,584000
2011,110314,388195
2013,152303,622200
2013,108509,421992
2014,112427,404400
2014,56845,216125
1997,24000,48900
1997,15700,42800
1998,30200,55300
1998,29800,77000
1999,34109,79167
1999,19140,37055
2000,39103,100573
2000,18996,47642
2001,25102,66520
2001,21614,57580
2002,20618,36844
2002,9642,22832
2003,21939,50942
2003,14360,34605
2004,19504,50574
2004,10487,28042
2005,23600,65726
2005,16656,46420
2006,20010,54747
2006,11044,28063
2007,19000,46000
2007,12000,31000
2008,19183,56398
2008,12917,35625
2009,20022,52157
2009,15340,40498
2010,30985,78837
2010,21375,57264
2011,29334,67684
2011,14333,35417
2013,27054,62711
2013,17986,40163
2014,23817,60376
2014,11065,30838
1997,43500,97300
1997,35000,82600
1998,133300,376900
1998,74400,195900
1999,132447,281450
1999,51695,108043
2000,162922,464979
2000,62179,185045
2001,129975,369259
2001,49550,145776
2002,109862,228074
2002,25332,64673
2003,124333,381827
2003,45902,128939
2004,108411,291842
2004,21913,63920
2005,139319,440805
2005,62556,205371
2006,140255,408002
2006,68680,181384
2007,115000,354000
2007,72000,205000
2008,152852,459932
2008,78006,230040
2009,84342,209253
2009,40087,107072
2010,169278,519314
2010,98782,341094
2011,160729,404520
2011,63620,169420
2013,159311,501478
2013,95542,299046
2014,95515,282059
2014,46492,155376
1998,34010,56605
1999,24980,43660
2000,29500,58780
2001,31890,59660
2002,33980,64110
2003,31740,62420
2004,31237,57876
2005,27765,50438
2006,29156,62853
2007,28752,64055
2008,26005,59338
2009,27026,61825
2010,31885,72064
2011,31851,76842
2012,32402,78152
2013,32839,81231
2014,32274,82856
2012,37021,107326
2013,31355,90682
2014,35009,107500
2012,23889,67277
2013,24338,67649
2014,23381,67131
1998,42640,81425
1999,39080,77670
2000,39350,82420
2001,39290,88490
2002,44510,94380
2003,43810,98970
2004,45596,96607
2005,42376,104850
2006,40835,94365
2007,41900,92796
2008,39877,101477
2009,40428,96019
2010,47309,117645
2011,48908,122777
2012,29795,75063
2013,32584,78887
2014,32623,83278
2012,48356,147453
2013,49364,149425
2014,47973,150378
1998,76357,148170
1999,68960,154400
2000,76840,178220
2001,78290,191660
2002,78770,193760
2003,80890,201840
2004,80299,198375
2005,81372,213034
2006,81447,218494
2007,83304,222472
2008,80800,220676
2009,82074,225730
2010,82951,230326
2011,84209,236107
2012,41350,118814
2013,42246,127322
2014,42639,128021
2012,17201,48146
2013,17245,47041
2014,17674,51830
1998,102480,205230
1999,99140,229950
2000,97380,228100
2001,97280,247580
2002,98010,250160
2003,101000,253590
2004,98944,249363
2005,101554,234625
2006,99501,252488
2007,98941,261101
2008,96284,245684
2009,96010,256436
2010,102413,282438
2011,101031,282578
2012,24729,70991
2013,24283,69594
2014,25700,75960
1997,935,2073
1998,1536,3478
1999,2142,3781
2000,1322,2502
2001,1318,2476
2002,1134,1900
2003,824,1436
2004,1097,2575
2005,1021,2314
2006,1086,2056
2007,1395,2763
2008,4176,9183
2008,27,59
2009,4816,8467
2009,35,62
2010,4342,9413
2011,6724,16803
2011,30,75
2012,3556,8975
2012,37,94
2013,8691,22475
2014,10164,24231
1997,17167,36571
1998,22174,35078
1999,31898,56313
2000,34648,68335
2001,33654,65137
2002,26117,45992
2003,30731,63252
2003,5,10
2004,38381,86421
2005,36832,76868
2006,38447,79239
2007,47382,95096
2008,47544,102410
2009,66448,115088
2010,64485,131614
2011,70307,154394
2012,85311,209609
2013,87525,196144
2014,90420,201998
1997,142391,264382
1998,187453,334437
1999,205329,431418
2000,210540,385279
2001,182098,364115
2002,165627,315023
2003,175078,408380
2004,162912,291720
2005,187745,378494
2006,162136,342918
2007,165636,356449
2008,185494,453347
2009,105361,228633
2010,141316,328560
2011,155232,397083
2012,148937,427300
2013,159525,420986
2014,149419,313780
1997,110693,270417
1998,110093,256380
1999,111467,317373
2000,116502,288186
2001,122588,296503
2002,113857,243408
2003,114092,298678
2004,116438,233800
2005,114474,273020
2006,113782,204580
2007,113450,289411
2008,132870,358749
2009,111508,288806
2010,113002,298099
2011,116323,313374
2012,115800,319492
2013,115279,314251
2014,118607,290706
2010,113314,236940
2011,122203,272146
2012,118227,308454
2013,123251,280396
2014,97395,147846
1997,31690,76136
1997,2,5
1998,32346,76964
1998,3,7
1999,29503,60476
2000,28486,66368
2001,29610,65900
2002,24588,55423
2003,23717,51949
2004,26017,59524
2005,21783,46267
2006,23621,48683
2007,21178,46761
2008,31620,62418
2008,1,2
2009,26586,53916
2009,1,2
2010,24355,47127
2011,28429,57370
2012,22530,40914
2013,28126,59177
2013,2,4
2014,23134,61606
2014,13,34
1997,41064,94537
1998,42018,109833
1999,49516,121005
2000,48622,89219
2001,51471,125273
2002,36993,81678
2003,43191,97961
2004,45897,129492
2005,42877,108007
2006,48919,135457
2007,44161,121045
2008,52031,159631
2009,35567,100406
2010,37124,99641
2011,50179,145519
2012,52566,164321
2013,53582,176070
2014,55752,175898
1997,202707,419064
1998,199011,346646
1999,203833,445549
1999,2,4
2000,211031,390953
2001,209614,433548
2002,180384,303911
2003,205352,417537
2004,212127,187398
2005,201562,353338
2006,207566,304914
2007,215737,416372
2008,213081,419343
2009,190222,332128
2010,203577,417536
2010,1,2
2011,210944,469350
2011,1,2
2012,210961,453777
2012,1,2
2013,217062,477971
2014,202341,400028
1997,3307,9518
1997,4,12
1998,4591,9200
1999,5342,13777
2000,5949,16013
2001,5949,13576
2002,2806,6252
2003,3147,8514
2004,3230,8459
2005,3010,7429
2006,2637,6848
2007,1866,5643
2008,3279,7594
2009,3646,9906
2010,4575,10756
2011,5108,14292
2012,5088,15483
2013,7931,24126
2014,5792,14515
1997,123564,202315
1997,4,7
1998,120967,202696
1998,7,12
1999,121579,216828
1999,4,7
2000,122059,224983
2000,9,17
2001,151827,299111
2002,157356,224311
2003,156432,291867
2003,9,17
2004,159114,291375
2005,157629,296815
2006,153920,254892
2006,7,12
2007,163515,302339
2008,159350,312804
2009,160636,323039
2010,159111,329519
2011,159686,352427
2012,159182,380445
2013,159025,375935
2014,165249,367679
1997,112791,213555
1998,119290,218751
1998,1,2
1999,117170,227541
1999,1,2
2000,119614,207163
2001,120779,233776
2001,2,4
2002,116396,167845
2003,122943,219624
2004,120195,64687
2005,122495,179210
2006,119243,159309
2007,118660,220114
2008,123485,242401
2009,82351,89433
2010,108568,206931
2011,117098,297663
2012,112168,244302
2013,118000,261960
2014,122464,251908
1997,81826,160619
1997,5,10
1998,79453,135837
1999,79413,144816
2000,117161,189759
2001,116107,220172
2002,106445,83699
2003,98272,171771
2004,110144,173215
2005,98272,192122
2006,122512,222727
2007,100608,204838
2008,108039,284035
2009,101195,179419
2010,105641,230192
2011,107106,235098
2012,106533,247370
2013,105387,232800
2014,108030,198235
1997,59411,71202
1998,61300,91229
1999,64840,86354
2000,65618,66153
2001,66005,92333
2002,58582,47473
2003,60840,71378
2004,64353,75917
2005,14460,11929
2006,57838,51129
2007,28577,17975
2008,56371,80949
2009,30889,32650
2010,47536,54761
2011,55840,82587
2012,49833,87208
2013,56350,101881
2014,45895,81923
1997,139476,276910
1997,15,30
1998,149413,321486
1999,154008,330481
2000,159139,282912
2000,4,7
2001,158817,336886
2002,146179,310333
2003,176642,415220
2004,186987,461762
2005,179338,416602
2006,182527,376553
2007,195339,294767
2008,161107,331397
2009,172786,399827
2010,176864,420936
2011,177698,486004
2011,2,5
2012,183962,562372
2013,181235,517970
2014,191884,529600
1997,162862,376411
1997,336,776
1998,172969,361703
1998,181,378
1999,181820,386081
1999,103,219
2000,179743,348088
2000,138,267
2001,175784,363683
2001,157,325
2002,122792,229487
2002,249,465
2003,159862,338695
2003,273,578
2004,187526,359792
2005,159862,301819
2006,187526,335484
2006,406,726
2007,151272,292711
2007,381,737
2008,186648,326447
2008,997,1744
2009,149116,266321
2009,1129,2016
2010,163015,270279
2010,1035,1716
2011,166888,420558
2011,634,1598
2012,145203,324384
2012,783,1749
2013,162916,366561
2013,1190,2677
2014,162390,334361
2014,1558,3208
1997,115757,205182
1997,72,128
1998,111703,164962
1998,64,95
1999,111806,252057
1999,63,142
2000,111560,240346
2000,65,140
2001,119463,254295
2002,117509,133227
2003,118834,263294
2004,118438,176170
2005,118834,197502
2006,109692,165525
2007,114107,210984
2008,111663,223884
2009,108375,231056
2010,102314,215473
2011,122176,316802
2012,107977,265084
2013,104860,263933
2014,104328,202814
1997,62687,186400
1997,6,18
1998,65312,183983
1998,3,8
1999,63349,176290
1999,5,14
2000,65831,183353
2000,1,3
2001,64581,194561
2001,3,9
2002,52924,141933
2002,19,51
2003,55591,142603
2003,54,139
2004,61346,175022
2005,53816,140567
2006,61346,158641
2006,74,191
2007,60515,157763
2007,45,117
2008,52426,131747
2008,91,229
2009,49403,118024
2009,77,184
2010,55816,131000
2010,90,211
2011,53734,128800
2011,70,168
2012,51390,129708
2012,124,313
2013,52943,123304
2013,52,121
2014,54742,143205
2014,67,175
1997,75479,141053
1997,26,49
1998,86247,150611
1998,54,94
1999,108043,200329
1999,60,111
2000,110184,169222
2000,42,65
2001,103869,162355
2001,41,64
2002,56688,76092
2002,57,76
2003,73263,146059
2003,105,209
2004,90405,142174
2005,67430,118407
2006,87564,161030
2006,73,134
2007,88595,163724
2007,6,11
2008,77267,137149
2008,8,14
2009,67293,135124
2009,78,157
2010,84311,158167
2010,1,2
2011,87728,187299
2011,20,43
2012,83806,191329
2012,20,46
2013,79975,176185
2014,81242,166790
2014,33,68
1997,14777,42533
1998,21946,49298
1999,34970,79529
2000,45683,93141
2000,2,5
2001,39615,89141
2001,1,2
2002,39646,91108
2003,44941,102596
2004,50510,122273
2005,45027,102031
2006,46033,100444
2007,58105,135908
2007,1,2
2008,69306,160374
2009,61431,138220
2010,74827,168885
2010,1,2
2011,88300,209271
2012,83783,216328
2012,1,3
2013,95669,251801
2013,1,3
2014,107595,275551
2014,1,3
1997,102240,314455
1998,102928,279799
1999,103837,298636
2000,102824,224044
2001,113079,322634
2002,111195,282086
2003,111549,332782
2004,110987,212735
2005,108759,233288
2006,140300,359168
2007,94847,247456
2008,116198,310365
2009,86936,174654
2010,98325,270984
2011,111777,299451
2012,108200,302203
2013,112455,300817
2014,102598,303793
1997,14170,11661
1998,15134,24526
1999,17044,18527
2000,17088,14775
2001,18842,21379
2002,10259,7435
2003,13864,15805
2004,15140,12356
2005,10047,7565
2006,10584,4953
2007,12979,3271
2008,9532,7187
2009,7026,3864
2010,7506,5892
2011,7886,7949
2012,8494,12741
2013,10155,18208
2014,12662,12763
1997,121281,234686
1997,8,15
1998,120846,206791
1999,123788,280524
2000,123132,300532
2000,22,54
2001,126977,247386
2002,128478,223404
2003,130793,281680
2003,23,50
2004,130539,213166
2005,130793,237128
2006,121228,207785
2007,129723,255814
2008,129385,278695
2008,87,187
2009,118768,169244
2009,19,27
2010,128344,256303
2010,21,42
2011,130611,287736
2011,22,48
2012,132142,295337
2012,23,51
2013,135616,333480
2013,14,34
2014,132892,266980
2014,14,28
1997,38760,71267
1998,37560,77436
1999,37477,64489
2000,40199,72599
2001,51795,77583
2001,1,1
2002,41099,63128
2003,36048,64971
2003,3,5
2004,40518,82558
2005,37875,83666
2006,41564,90028
2007,30937,70784
2008,45774,101527
2009,16367,36400
2010,21823,45872
2011,27072,69358
2012,18727,49608
2013,19297,45001
2014,18244,40283
1997,41202,110865
1998,43453,96948
1998,2,4
1999,45212,113986
2000,47332,94299
2001,48308,106787
2002,38965,90273
2003,42058,98652
2004,44493,121859
2005,41868,107936
2006,31781,85046
2007,44284,113633
2008,45157,125040
2009,37865,98260
2010,43727,108224
2011,50571,136997
2012,49251,145734
2013,58263,169604
2014,52797,136533
1997,101815,230758
1998,104169,195720
1999,101251,209220
2000,100564,213450
2001,104185,249943
2002,85292,194284
2003,72165,197095
2004,72651,171176
2005,88399,220379
2006,72337,125866
2007,70484,149144
2008,104233,247762
2009,82232,189216
2010,97099,214200
2011,99295,236719
2012,99791,253569
2013,103896,272519
2014,94586,207805
1997,13215,25031
1997,1,2
1998,11278,22788
1998,9,18
1999,13251,28315
1999,9,19
2000,13743,28025
2001,14306,30081
2002,9501,19468
2002,4,8
2003,12582,21304
2004,15644,35859
2005,13144,27458
2006,14986,34108
2007,13047,29734
2008,14975,37048
2009,8899,19934
2010,14963,24075
2011,14915,33469
2012,15283,42471
2013,16524,44202
2014,11900,33213
1997,81838,162415
1998,89110,163432
1999,89904,170543
2000,91781,162713
2001,97302,198290
2002,69093,114885
2003,85350,155333
2004,86201,160017
2005,71543,120765
2006,80582,136425
2007,84135,158258
2008,79122,182139
2009,61678,133410
2010,63527,134105
2011,77736,182446
2012,77164,189515
2013,86459,225226
2014,80702,157046
1997,14013,31220
1998,19291,35053
1999,20570,34018
2000,21506,34330
2001,19184,33752
2002,13947,26639
2003,13865,26784
2004,14649,40988
2005,14433,44381
2006,14989,43963
2007,16103,48905
2008,18713,56176
2009,16939,49513
2010,19919,54976
2011,25410,72164
2012,19297,54726
2013,21599,59354
2013,1,3
2014,23319,56619
1997,19479,52056
1998,15584,31620
1999,15049,32261
2000,15652,30547
2001,15784,42375
2002,6498,14078
2003,17908,35343
2004,20021,52898
2005,15994,35619
2006,20170,40078
2007,25054,62510
2008,29549,56941
2009,22014,52966
2010,23459,48701
2011,22276,49809
2012,23455,49772
2013,13750,33660
2014,22522,62701
1997,13719,31372
1997,12,27
1998,18134,36424
1998,3,6
1999,20830,44729
2000,21726,43067
2001,21142,49840
2002,17552,41996
2003,19549,45904
2004,20309,49123
2005,21841,50584
2006,21606,49326
2007,20949,49921
2008,23436,59035
2009,22340,61368
2010,30102,76730
2011,29971,81731
2012,10098,26083
2013,9296,25267
2014,8650,23727
1997,134838,298115
1998,134616,265915
1999,136533,314658
2000,137877,261830
2001,156348,343647
2002,151011,298868
2003,155599,344404
2004,151689,157236
2005,144930,278990
2006,149754,288576
2007,149871,324021
2008,151654,339402
2009,121103,224041
2010,149321,314321
2011,154085,336830
2012,149175,348622
2013,148895,318040
2014,136673,294257
1997,115201,249365
1997,15,32
1998,117169,213740
1998,15,27
1999,124736,258547
1999,15,31
2000,123698,241421
2000,15,29
2001,144714,290604
2001,1,2
2002,129875,166254
2002,2,3
2003,130399,245990
2003,15,28
2004,137035,219000
2005,132082,265617
2006,139035,217868
2006,14,22
2007,127327,251725
2008,116178,247343
2009,116741,256363
2010,117388,263888
2011,121429,279651
2012,122264,287932
2013,126768,310582
2014,134534,278485
1997,152774,245823
1997,298,479
1998,139260,197081
1998,247,350
1999,151577,285787
1999,204,385
2000,149402,278272
2000,229,427
2001,155864,262873
2001,208,351
2002,151601,227291
2002,160,240
2003,150889,305263
2003,142,287
2004,148255,224879
2005,150889,271902
2006,145171,246210
2006,174,295
2007,149578,282104
2007,138,260
2008,152772,296072
2008,157,304
2009,152407,277533
2009,89,162
2010,153977,312111
2010,152,308
2011,152103,332041
2011,147,321
2012,151122,344256
2012,147,335
2013,150740,362228
2013,47,113
2014,152431,336873
2014,52,115
1997,1573,1771
1998,1019,1651
1999,1407,1529
2000,1668,1657
2001,1320,1759
2002,546,447
2003,478,556
2004,630,683
2005,203,158
2006,630,537
2007,254,125
2008,201,259
2009,64,61
2010,159,177
2011,76,119
2012,97,181
2013,84,152
2014,41,66
2012,20160,59593
2013,20322,59422
2014,20839,61496
1997,113939,250053
1997,17,37
1998,114318,234782
1998,17,35
1999,111718,224346
1999,15,30
2000,127531,216441
2000,15,25
2001,154011,264047
2002,85917,143964
2002,1,2
2003,130256,267702
2003,1,2
2004,147130,345455
2005,127800,278476
2006,147130,298674
2006,35,71
2007,151320,294469
2007,39,76
2008,161906,339517
2008,42,88
2009,123955,279271
2009,13,29
2010,130217,265252
2010,26,53
2011,152396,342586
2011,1,2
2012,144505,354615
2012,10,25
2013,149084,375095
2013,96,242
2014,142184,279392
2014,50,98
1997,8294,18393
1997,1,2
1998,8394,19007
1999,9048,15969
2000,9989,21446
2001,10296,14187
2002,13872,21805
2003,7129,13766
2004,9536,20936
2005,7755,16045
2006,8922,16952
2007,9837,20127
2008,11098,21630
2008,4,8
2009,16011,28227
2010,17158,30044
2011,18259,38472
2012,20857,47137
2013,23223,54690
2013,12,28
2014,29465,56956
1997,1754,1053
1998,1654,1253
1999,1661,1361
2000,2211,2164
2001,1089,769
2002,395,221
2003,861,770
2004,930,519
2005,818,869
2006,1485,1217
2007,233,130
2008,432,496
2009,227,230
2010,339,458
2011,1062,1951
2012,512,555
2013,520,934
2014,509,890
1997,123113,276701
1997,3,7
1998,124648,231524
1998,3,6
1999,126076,303487
1999,5,12
2000,126846,260090
2000,3,6
2001,129896,268798
2001,3,6
2002,123457,243387
2003,129566,293353
2004,137757,162226
2005,112040,214557
2006,144237,266983
2007,138085,265261
2008,144174,309686
2009,129556,255484
2010,139885,292220
2011,139160,311301
2012,147185,343971
2013,149517,342394
2014,140428,338993
1997,2306,1385
1998,1976,1498
1999,1575,1291
2000,2972,2910
2001,2986,2107
2002,688,384
2002,1,1
2003,2220,3455
2004,3461,2911
2005,1909,3581
2006,1082,1365
2007,3994,3047
2008,1689,3197
2009,1823,3167
2010,2067,4738
2011,10590,21265
2012,10042,19893
2013,10738,20907
2014,9590,17694
2014,2,4
1997,15841,40925
1998,20370,41452
1999,23585,49882
1999,2,4
2000,20703,33539
2001,22922,45047
2002,16078,34519
2003,19017,36763
2004,18978,45665
2005,19679,49965
2006,17211,41289
2007,16925,44682
2008,19972,54384
2009,13821,36764
2010,15388,42933
2011,16289,45577
2012,17275,52257
2013,21390,63165
2014,22007,52355
1997,45187,101835
1998,45393,104018
2003,52617,109175
2004,52802,126264
2005,55080,123765
2006,56707,107290
2007,56442,114747
2008,52436,125374
2009,29397,66114
2010,43449,99976
2011,43053,115425
2012,39670,119367
2013,41454,112299
2014,37513,92770
1997,37026,79325
1998,37150,77053
1998,1,2
1999,81418,182417
2000,79780,139920
2001,102651,199417
2002,83843,154159
2002,4,8
2003,36528,74896
2004,37165,71748
2005,32279,64493
2006,30487,49480
2007,33909,63986
2008,34040,74003
2009,24103,55485
2010,31353,70638
2011,33478,90658
2012,31891,74689
2013,33584,85941
2014,29881,69204
2009,14317,29679
2009,38,79
2010,17901,37216
2011,16107,41411
2011,8,21
2012,17238,46974
2013,17015,37977
2014,19146,45740
1997,30563,43697
1998,30650,47496
1999,24975,50043
2000,31025,67116
2001,49500,108109
2002,23959,37592
2003,41462,77682
2004,44335,85788
2005,41745,69130
2006,44367,67260
2007,40533,64042
2008,57888,122086
2009,28255,51594
2010,40103,79965
2011,45799,111108
2012,46141,100357
2013,50894,112425
2014,43224,93494
1997,184332,475902
1997,187,483
1998,189267,421981
1998,158,352
1999,188822,481946
1999,176,449
2000,188067,477644
2000,137,334
2001,187416,484045
2001,128,331
2002,172651,363489
2002,288,606
2003,179692,428236
2003,471,1122
2004,190686,397276
2005,176122,396803
2006,183844,376880
2006,2881,5906
2007,179820,372227
2007,1401,2900
2008,187595,334107
2008,2657,4732
2009,163394,321886
2009,3019,5947
2010,181676,393329
2010,3707,8026
2011,184419,443159
2011,3183,7649
2012,183167,469457
2012,3512,9001
2013,173556,467907
2013,2526,6810
2014,155403,423318
2014,1822,4963
1997,111830,290944
1998,112395,292763
1999,115083,288530
2000,118027,340514
2001,118068,286058
2002,117743,313789
2002,3,8
2003,120358,317165
2004,123633,289803
2005,120335,305651
2006,119909,264879
2007,122757,308611
2008,121337,313049
2009,122496,265081
2010,125415,292844
2011,127193,303991
2012,132485,327370
2013,122607,320863
2014,118425,253666
1997,6709,4023
1997,3,2
1998,9983,7581
1999,7330,6002
1999,1,1
2000,7337,7183
2001,7435,5239
2002,5529,612
2003,6004,3870
2004,5668,2203
2005,3484,2146
2006,4996,3612
2007,3485,1049
2008,3207,2402
2009,3434,2136
2010,2833,1856
2011,1631,1132
2012,1315,1427
2013,1355,963
2014,962,750
1997,53897,91903
1997,3,5
1998,55254,91055
1998,6,10
1999,55483,94571
1999,7,12
2000,51533,65339
2000,6,8
2001,52458,90256
2001,2,3
2002,40753,74299
2002,3,5
2003,48397,102433
2004,52825,99033
2005,35499,68300
2006,48107,93520
2007,47542,87097
2008,56308,118810
2009,43549,95329
2009,2,4
2010,48833,93320
2011,52978,106645
2012,51138,104833
2013,52159,105674
2014,54126,125843
1997,164729,373051
1997,165,374
1998,163828,348183
1998,182,387
1999,162602,446907
1999,176,484
2000,166489,418224
2000,179,450
2001,165097,370150
2001,176,395
2002,162597,436958
2002,172,462
2003,163882,450103
2003,214,588
2004,171788,385422
2005,158717,370763
2006,168666,389281
2006,187,432
2007,161982,358952
2007,106,235
2008,165274,381287
2008,155,357
2009,167645,407210
2009,94,228
2010,167451,363536
2010,28,61
2011,166780,399271
2011,19,45
2012,164762,405150
2012,20,49
2013,161164,398397
2013,110,272
2014,165814,406742
2014,110,270
1997,1042,1173
1998,869,1408
1999,1139,1238
2000,1206,1198
2001,940,1252
2002,758,621
2003,759,884
2004,724,784
2005,406,315
2006,109,93
2007,330,163
2008,293,378
2009,212,203
2010,76,85
2011,58,90
2012,56,105
2013,48,86
2014,12,19
1997,60647,137159
1998,63872,136170
1999,61188,124111
2000,64729,130602
2001,67429,141118
2002,52388,100585
2002,4,8
2003,57993,93556
2004,81474,179085
2005,56735,133441
2006,81474,204174
2006,18,45
2007,75962,185195
2007,19,46
2008,83634,209336
2008,105,263
2009,60622,137673
2009,39,89
2010,49602,120434
2011,64437,168825
2011,21,55
2012,59963,157943
2012,21,55
2013,65174,172059
2013,216,570
2014,73176,190843
2014,63,164
1997,25931,56690
1998,31123,59471
1999,39971,82441
2000,38821,80997
2001,36964,75917
2002,25096,43496
2002,7,12
2003,33054,67858
2004,37089,94625
2005,32880,82858
2006,37089,77442
2007,42229,103377
2008,45394,119522
2009,42931,92817
2010,47142,101167
2011,45927,104300
2012,48596,120081
2013,52654,126580
2014,49400,114756
1997,87189,151667
1998,88317,155987
1999,89139,186084
2000,90471,169071
2001,91166,174232
2002,90346,195837
2003,91170,192364
2004,90051,116405
2005,90387,158629
2006,85278,88433
2007,74202,133489
2008,91102,182022
2009,76241,111464
2010,84040,155894
2011,91733,218691
2012,84412,180557
2013,88001,184626
2014,91396,160583
1997,17696,44758
1998,18878,41048
1999,20624,51208
2000,21226,48008
2001,19823,42559
2002,13220,30021
2003,14320,33423
2004,15186,38020
2005,12110,27199
2006,15848,39921
2007,13707,32335
2008,17372,39938
2009,17629,45113
2010,17605,38608
2011,16159,42143
2012,16117,44273
2013,14493,39305
2013,21,57
2014,14466,42892
2014,162,480
1997,100385,187366
1998,105655,230950
1999,107865,261050
2000,106923,207490
2001,110842,246817
2002,89277,167705
2003,103594,215028
2004,90318,99621
2005,103594,151765
2006,99740,194094
2007,78848,111806
2008,108567,221368
2009,61987,96080
2010,64224,132879
2011,91949,199897
2012,89158,208630
2013,81099,186771
2014,81132,187821
1997,108473,266267
1997,2,5
1998,113283,242782
1998,3,6
1999,128647,279097
1999,5,11
2000,134465,308851
2000,1,2
2001,136399,314024
2002,96795,215401
2002,3,7
2003,122354,291505
2003,13,31
2004,138207,326147
2005,114978,233865
2006,138207,289405
2006,117,245
2007,139065,325690
2008,136178,302043
2008,369,818
2009,120321,279506
2009,664,1542
2010,125006,224136
2010,473,848
2011,128889,277111
2011,425,914
2012,90672,215799
2012,476,1133
2013,95250,207931
2013,713,1556
2014,87934,205941
2014,552,1293
1997,39413,117226
1998,41593,105401
1998,1,3
1999,41988,105345
2000,41836,93538
2001,38253,101853
2002,19082,44682
2003,26432,66673
2004,31015,80429
2005,22442,50876
2006,25690,57854
2007,22302,55911
2008,29373,68938
2008,6,14
2009,35635,92794
2009,9,23
2010,37128,82944
2010,34,76
2011,37144,86880
2011,34,80
2012,14646,36644
2012,2,5
2013,11064,25857
2013,1,2
2014,10667,25729
2014,109,263
1997,144926,434147
1997,442,1324
1998,148002,385748
1998,394,1027
1999,149592,397044
1999,579,1537
2000,150878,404330
2000,513,1375
2001,140480,426304
2001,369,1120
2002,144387,405772
2002,723,2032
2003,157680,428098
2003,995,2701
2004,165534,418292
2005,151953,380642
2006,165534,397116
2006,6314,15147
2007,160112,455198
2007,9110,25900
2008,154385,345822
2008,7665,17170
2009,154810,403280
2009,8682,22617
2010,149172,370692
2010,8391,20852
2011,152550,427750
2011,7258,20351
2012,152957,423844
2012,8583,23783
2013,135908,380135
2013,10502,29374
2014,118036,309963
2014,10953,28763
1997,109370,228671
1998,111838,174882
1999,112157,228834
2000,109804,172170
2001,116257,231694
2002,99302,179042
2003,107856,239818
2004,96432,157306
2005,106016,198038
2006,98612,184503
2007,102207,196340
2008,95782,209092
2009,97382,207132
2010,96664,193811
2011,97289,225516
2012,99174,240993
2013,99245,237791
2014,104143,235676
1997,139896,240099
1997,1,2
1998,140703,240025
1998,1,2
1999,136174,252465
2000,136455,209971
2001,142774,299278
2002,114773,223545
2002,3,6
2003,137691,274443
2003,1,2
2004,136369,279701
2005,136732,281121
2006,136669,248738
2007,135591,287182
2007,4,8
2008,142503,318922
2009,123177,269388
2010,80776,172941
2010,2,4
